match_no,date,venue,stage,team1,team2,toss_winner,toss_decision,innings,batting_team,bowling_team,over,phase,runs_in_over,wickets_in_over,fours,sixes,bowlers,batsmen,main_batter,cumulative_runs,cumulative_wkts,score_after_over,over_summary,first_ings_score,first_ings_wkts,second_ings_score,second_ings_wkts,match_result,match_winner,player_of_the_match,top_scorer,highscore,best_bowling,best_bowling_figure
2,"Mar 23, 2025","Rajiv Gandhi International Stadium, Hyderabad",League,SRH,RR,RR,Bowl,2,RR,SRH,17,Death,22,0,0,3,Cummins,"Hetmyer, Shubham Dubey",Shubham Dubey,195,5,195/5,"22 runs, 0 wicket(s)",286.0,6.0,242.0,6.0,completed,SRH,Ishan Kishan,Ishan Kishan,106.0,Tushar Deshpande,3--44
2,"Mar 23, 2025","Rajiv Gandhi International Stadium, Hyderabad",League,SRH,RR,RR,Bowl,2,RR,SRH,18,Death,22,0,2,2,Zampa,"Hetmyer, Shubham Dubey",Hetmyer,217,5,217/5,"22 runs, 0 wicket(s)",286.0,6.0,242.0,6.0,completed,SRH,Ishan Kishan,Ishan Kishan,106.0,Tushar Deshpande,3--44
2,"Mar 23, 2025","Rajiv Gandhi International Stadium, Hyderabad",League,SRH,RR,RR,Bowl,2,RR,SRH,19,Death,15,0,0,1,Cummins,"Hetmyer, Shubham Dubey",Hetmyer,232,5,232/5,"15 runs, 0 wicket(s)",286.0,6.0,242.0,6.0,completed,SRH,Ishan Kishan,Ishan Kishan,106.0,Tushar Deshpande,3--44
2,"Mar 23, 2025","Rajiv Gandhi International Stadium, Hyderabad",League,SRH,RR,RR,Bowl,2,RR,SRH,20,Death,10,1,0,1,Harshal Patel,"Hetmyer, Jofra Archer, Shubham Dubey",Hetmyer,242,6,242/6,"10 runs, 1 wicket(s)",286.0,6.0,242.0,6.0,completed,SRH,Ishan Kishan,Ishan Kishan,106.0,Tushar Deshpande,3--44
3,"Mar 23, 2025","MA Chidambaram Stadium, Chennai",League,CSK,MI,CSK,Bowl,1,MI,CSK,1,Powerplay,4,1,1,0,Khaleel Ahmed,"Rohit, Will Jacks",Will Jacks,4,1,4/1,"4 runs, 1 wicket(s)",155.0,9.0,158.0,6.0,completed,CSK,Noor Ahmad,Rachin Ravindra,65.0,Noor Ahmad,4--18
3,"Mar 23, 2025","MA Chidambaram Stadium, Chennai",League,CSK,MI,CSK,Bowl,1,MI,CSK,2,Powerplay,13,0,3,0,Sam Curran,"Rickelton, Will Jacks",Rickelton,17,1,17/1,"13 runs, 0 wicket(s)",155.0,9.0,158.0,6.0,completed,CSK,Noor Ahmad,Rachin Ravindra,65.0,Noor Ahmad,4--18
3,"Mar 23, 2025","MA Chidambaram Stadium, Chennai",League,CSK,MI,CSK,Bowl,1,MI,CSK,3,Powerplay,4,1,1,0,Khaleel Ahmed,"Rickelton, Suryakumar Yadav",Rickelton,21,2,21/2,"4 runs, 1 wicket(s)",155.0,9.0,158.0,6.0,completed,CSK,Noor Ahmad,Rachin Ravindra,65.0,Noor Ahmad,4--18
3,"Mar 23, 2025","MA Chidambaram Stadium, Chennai",League,CSK,MI,CSK,Bowl,1,MI,CSK,4,Powerplay,9,0,1,0,Nathan Ellis,"Suryakumar Yadav, Will Jacks",Suryakumar Yadav,30,2,30/2,"9 runs, 0 wicket(s)",155.0,9.0,158.0,6.0,completed,CSK,Noor Ahmad,Rachin Ravindra,65.0,Noor Ahmad,4--18
3,"Mar 23, 2025","MA Chidambaram Stadium, Chennai",League,CSK,MI,CSK,Bowl,1,MI,CSK,5,Powerplay,14,1,3,0,Ashwin,"Suryakumar Yadav, Tilak Varma, Will Jacks",Tilak Varma,44,3,44/3,"14 runs, 1 wicket(s)",155.0,9.0,158.0,6.0,completed,CSK,Noor Ahmad,Rachin Ravindra,65.0,Noor Ahmad,4--18
3,"Mar 23, 2025","MA Chidambaram Stadium, Chennai",League,CSK,MI,CSK,Bowl,1,MI,CSK,6,Powerplay,8,0,0,1,Khaleel Ahmed,"Suryakumar Yadav, Tilak Varma",Suryakumar Yadav,52,3,52/3,"8 runs, 0 wicket(s)",155.0,9.0,158.0,6.0,completed,CSK,Noor Ahmad,Rachin Ravindra,65.0,Noor Ahmad,4--18
3,"Mar 23, 2025","MA Chidambaram Stadium, Chennai",League,CSK,MI,CSK,Bowl,1,MI,CSK,7,Middle,7,0,0,1,Jadeja,"Suryakumar Yadav, Tilak Varma",Tilak Varma,59,3,59/3,"7 runs, 0 wicket(s)",155.0,9.0,158.0,6.0,completed,CSK,Noor Ahmad,Rachin Ravindra,65.0,Noor Ahmad,4--18
3,"Mar 23, 2025","MA Chidambaram Stadium, Chennai",League,CSK,MI,CSK,Bowl,1,MI,CSK,8,Middle,7,0,0,0,Noor Ahmad,"Suryakumar Yadav, Tilak Varma",Suryakumar Yadav,66,3,66/3,"7 runs, 0 wicket(s)",155.0,9.0,158.0,6.0,completed,CSK,Noor Ahmad,Rachin Ravindra,65.0,Noor Ahmad,4--18
3,"Mar 23, 2025","MA Chidambaram Stadium, Chennai",League,CSK,MI,CSK,Bowl,1,MI,CSK,9,Middle,10,0,0,1,Jadeja,"Suryakumar Yadav, Tilak Varma",Tilak Varma,76,3,76/3,"10 runs, 0 wicket(s)",155.0,9.0,158.0,6.0,completed,CSK,Noor Ahmad,Rachin Ravindra,65.0,Noor Ahmad,4--18
3,"Mar 23, 2025","MA Chidambaram Stadium, Chennai",League,CSK,MI,CSK,Bowl,1,MI,CSK,10,Middle,6,0,0,0,Ashwin,"Suryakumar Yadav, Tilak Varma",Suryakumar Yadav,82,3,82/3,"6 runs, 0 wicket(s)",155.0,9.0,158.0,6.0,completed,CSK,Noor Ahmad,Rachin Ravindra,65.0,Noor Ahmad,4--18
3,"Mar 23, 2025","MA Chidambaram Stadium, Chennai",League,CSK,MI,CSK,Bowl,1,MI,CSK,11,Middle,9,1,0,0,Noor Ahmad,"Robin Minz, Suryakumar Yadav, Tilak Varma",Tilak Varma,91,4,91/4,"9 runs, 1 wicket(s)",155.0,9.0,158.0,6.0,completed,CSK,Noor Ahmad,Rachin Ravindra,65.0,Noor Ahmad,4--18
3,"Mar 23, 2025","MA Chidambaram Stadium, Chennai",League,CSK,MI,CSK,Bowl,1,MI,CSK,12,Middle,1,0,0,0,Ashwin,"Robin Minz, Tilak Varma",Robin Minz,92,4,92/4,"1 runs, 0 wicket(s)",155.0,9.0,158.0,6.0,completed,CSK,Noor Ahmad,Rachin Ravindra,65.0,Noor Ahmad,4--18
3,"Mar 23, 2025","MA Chidambaram Stadium, Chennai",League,CSK,MI,CSK,Bowl,1,MI,CSK,13,Middle,4,2,0,0,Noor Ahmad,"Naman Dhir, Robin Minz, Tilak Varma",Naman Dhir,96,6,96/6,"4 runs, 2 wicket(s)",155.0,9.0,158.0,6.0,completed,CSK,Noor Ahmad,Rachin Ravindra,65.0,Noor Ahmad,4--18
3,"Mar 23, 2025","MA Chidambaram Stadium, Chennai",League,CSK,MI,CSK,Bowl,1,MI,CSK,14,Middle,4,0,0,0,Jadeja,"Naman Dhir, Santner",Naman Dhir,100,6,100/6,"4 runs, 0 wicket(s)",155.0,9.0,158.0,6.0,completed,CSK,Noor Ahmad,Rachin Ravindra,65.0,Noor Ahmad,4--18
3,"Mar 23, 2025","MA Chidambaram Stadium, Chennai",League,CSK,MI,CSK,Bowl,1,MI,CSK,15,Middle,10,0,1,0,Ashwin,"Naman Dhir, Santner",Naman Dhir,110,6,110/6,"10 runs, 0 wicket(s)",155.0,9.0,158.0,6.0,completed,CSK,Noor Ahmad,Rachin Ravindra,65.0,Noor Ahmad,4--18
3,"Mar 23, 2025","MA Chidambaram Stadium, Chennai",League,CSK,MI,CSK,Bowl,1,MI,CSK,16,Death,8,0,0,0,Nathan Ellis,"Naman Dhir, Santner",Naman Dhir,118,6,118/6,"8 runs, 0 wicket(s)",155.0,9.0,158.0,6.0,completed,CSK,Noor Ahmad,Rachin Ravindra,65.0,Noor Ahmad,4--18
3,"Mar 23, 2025","MA Chidambaram Stadium, Chennai",League,CSK,MI,CSK,Bowl,1,MI,CSK,17,Death,2,1,0,0,Noor Ahmad,"Chahar, Naman Dhir, Santner",Chahar,120,7,120/7,"2 runs, 1 wicket(s)",155.0,9.0,158.0,6.0,completed,CSK,Noor Ahmad,Rachin Ravindra,65.0,Noor Ahmad,4--18
3,"Mar 23, 2025","MA Chidambaram Stadium, Chennai",League,CSK,MI,CSK,Bowl,1,MI,CSK,18,Death,8,1,1,0,Nathan Ellis,"Chahar, Santner",Santner,128,8,128/8,"8 runs, 1 wicket(s)",155.0,9.0,158.0,6.0,completed,CSK,Noor Ahmad,Rachin Ravindra,65.0,Noor Ahmad,4--18
3,"Mar 23, 2025","MA Chidambaram Stadium, Chennai",League,CSK,MI,CSK,Bowl,1,MI,CSK,19,Death,13,1,1,1,Khaleel Ahmed,"Boult, Chahar",Chahar,141,9,141/9,"13 runs, 1 wicket(s)",155.0,9.0,158.0,6.0,completed,CSK,Noor Ahmad,Rachin Ravindra,65.0,Noor Ahmad,4--18
3,"Mar 23, 2025","MA Chidambaram Stadium, Chennai",League,CSK,MI,CSK,Bowl,1,MI,CSK,20,Death,14,0,1,1,Nathan Ellis,"Chahar, Satyanarayana Raju",Chahar,155,9,155/9,"14 runs, 0 wicket(s)",155.0,9.0,158.0,6.0,completed,CSK,Noor Ahmad,Rachin Ravindra,65.0,Noor Ahmad,4--18
3,"Mar 23, 2025","MA Chidambaram Stadium, Chennai",League,CSK,MI,CSK,Bowl,2,CSK,MI,1,Powerplay,5,0,0,0,Boult,"Ravindra, Tripathi",Ravindra,5,0,5/0,"5 runs, 0 wicket(s)",155.0,9.0,158.0,6.0,completed,CSK,Noor Ahmad,Rachin Ravindra,65.0,Noor Ahmad,4--18
3,"Mar 23, 2025","MA Chidambaram Stadium, Chennai",League,CSK,MI,CSK,Bowl,2,CSK,MI,2,Powerplay,7,1,1,0,Chahar,"Gaikwad, Ravindra, Tripathi",Ravindra,12,1,12/1,"7 runs, 1 wicket(s)",155.0,9.0,158.0,6.0,completed,CSK,Noor Ahmad,Rachin Ravindra,65.0,Noor Ahmad,4--18
3,"Mar 23, 2025","MA Chidambaram Stadium, Chennai",League,CSK,MI,CSK,Bowl,2,CSK,MI,3,Powerplay,12,0,2,0,Boult,"Gaikwad, Ravindra",Gaikwad,24,1,24/1,"12 runs, 0 wicket(s)",155.0,9.0,158.0,6.0,completed,CSK,Noor Ahmad,Rachin Ravindra,65.0,Noor Ahmad,4--18
3,"Mar 23, 2025","MA Chidambaram Stadium, Chennai",League,CSK,MI,CSK,Bowl,2,CSK,MI,4,Powerplay,11,0,1,1,Chahar,"Gaikwad, Ravindra",Gaikwad,35,1,35/1,"11 runs, 0 wicket(s)",155.0,9.0,158.0,6.0,completed,CSK,Noor Ahmad,Rachin Ravindra,65.0,Noor Ahmad,4--18
3,"Mar 23, 2025","MA Chidambaram Stadium, Chennai",League,CSK,MI,CSK,Bowl,2,CSK,MI,5,Powerplay,13,0,2,0,Satyanarayana Raju,"Gaikwad, Ravindra",Gaikwad,48,1,48/1,"13 runs, 0 wicket(s)",155.0,9.0,158.0,6.0,completed,CSK,Noor Ahmad,Rachin Ravindra,65.0,Noor Ahmad,4--18
3,"Mar 23, 2025","MA Chidambaram Stadium, Chennai",League,CSK,MI,CSK,Bowl,2,CSK,MI,6,Powerplay,14,0,2,1,Santner,Gaikwad,Gaikwad,62,1,62/1,"14 runs, 0 wicket(s)",155.0,9.0,158.0,6.0,completed,CSK,Noor Ahmad,Rachin Ravindra,65.0,Noor Ahmad,4--18
3,"Mar 23, 2025","MA Chidambaram Stadium, Chennai",League,CSK,MI,CSK,Bowl,2,CSK,MI,7,Middle,12,0,0,1,Will Jacks,"Gaikwad, Ravindra",Gaikwad,74,1,74/1,"12 runs, 0 wicket(s)",155.0,9.0,158.0,6.0,completed,CSK,Noor Ahmad,Rachin Ravindra,65.0,Noor Ahmad,4--18
3,"Mar 23, 2025","MA Chidambaram Stadium, Chennai",League,CSK,MI,CSK,Bowl,2,CSK,MI,8,Middle,5,1,0,0,Vignesh Puthur,"Gaikwad, Ravindra, Shivam Dube",Gaikwad,79,2,79/2,"5 runs, 1 wicket(s)",155.0,9.0,158.0,6.0,completed,CSK,Noor Ahmad,Rachin Ravindra,65.0,Noor Ahmad,4--18
3,"Mar 23, 2025","MA Chidambaram Stadium, Chennai",League,CSK,MI,CSK,Bowl,2,CSK,MI,9,Middle,13,0,0,1,Will Jacks,"Ravindra, Shivam Dube",Shivam Dube,92,2,92/2,"13 runs, 0 wicket(s)",155.0,9.0,158.0,6.0,completed,CSK,Noor Ahmad,Rachin Ravindra,65.0,Noor Ahmad,4--18
3,"Mar 23, 2025","MA Chidambaram Stadium, Chennai",League,CSK,MI,CSK,Bowl,2,CSK,MI,10,Middle,4,1,0,0,Vignesh Puthur,"Hooda, Ravindra, Shivam Dube",Ravindra,96,3,96/3,"4 runs, 1 wicket(s)",155.0,9.0,158.0,6.0,completed,CSK,Noor Ahmad,Rachin Ravindra,65.0,Noor Ahmad,4--18
3,"Mar 23, 2025","MA Chidambaram Stadium, Chennai",League,CSK,MI,CSK,Bowl,2,CSK,MI,11,Middle,4,0,0,0,Santner,"Hooda, Ravindra",Hooda,100,3,100/3,"4 runs, 0 wicket(s)",155.0,9.0,158.0,6.0,completed,CSK,Noor Ahmad,Rachin Ravindra,65.0,Noor Ahmad,4--18
3,"Mar 23, 2025","MA Chidambaram Stadium, Chennai",League,CSK,MI,CSK,Bowl,2,CSK,MI,12,Middle,8,1,0,1,Vignesh Puthur,"Hooda, Ravindra, Sam Curran",Ravindra,108,4,108/4,"8 runs, 1 wicket(s)",155.0,9.0,158.0,6.0,completed,CSK,Noor Ahmad,Rachin Ravindra,65.0,Noor Ahmad,4--18
3,"Mar 23, 2025","MA Chidambaram Stadium, Chennai",League,CSK,MI,CSK,Bowl,2,CSK,MI,13,Middle,4,0,0,0,Will Jacks,"Ravindra, Sam Curran",Ravindra,112,4,112/4,"4 runs, 0 wicket(s)",155.0,9.0,158.0,6.0,completed,CSK,Noor Ahmad,Rachin Ravindra,65.0,Noor Ahmad,4--18
3,"Mar 23, 2025","MA Chidambaram Stadium, Chennai",League,CSK,MI,CSK,Bowl,2,CSK,MI,14,Middle,4,0,0,0,Naman Dhir,"Ravindra, Sam Curran",Ravindra,116,4,116/4,"4 runs, 0 wicket(s)",155.0,9.0,158.0,6.0,completed,CSK,Noor Ahmad,Rachin Ravindra,65.0,Noor Ahmad,4--18
3,"Mar 23, 2025","MA Chidambaram Stadium, Chennai",League,CSK,MI,CSK,Bowl,2,CSK,MI,15,Middle,3,1,0,0,Will Jacks,"Jadeja, Ravindra, Sam Curran",Jadeja,119,5,119/5,"3 runs, 1 wicket(s)",155.0,9.0,158.0,6.0,completed,CSK,Noor Ahmad,Rachin Ravindra,65.0,Noor Ahmad,4--18
3,"Mar 23, 2025","MA Chidambaram Stadium, Chennai",League,CSK,MI,CSK,Bowl,2,CSK,MI,16,Death,6,0,0,0,Naman Dhir,"Jadeja, Ravindra",Jadeja,125,5,125/5,"6 runs, 0 wicket(s)",155.0,9.0,158.0,6.0,completed,CSK,Noor Ahmad,Rachin Ravindra,65.0,Noor Ahmad,4--18
3,"Mar 23, 2025","MA Chidambaram Stadium, Chennai",League,CSK,MI,CSK,Bowl,2,CSK,MI,17,Death,10,0,1,0,Boult,"Jadeja, Ravindra",Jadeja,135,5,135/5,"10 runs, 0 wicket(s)",155.0,9.0,158.0,6.0,completed,CSK,Noor Ahmad,Rachin Ravindra,65.0,Noor Ahmad,4--18
3,"Mar 23, 2025","MA Chidambaram Stadium, Chennai",League,CSK,MI,CSK,Bowl,2,CSK,MI,18,Death,15,0,0,2,Vignesh Puthur,"Jadeja, Ravindra",Ravindra,150,5,150/5,"15 runs, 0 wicket(s)",155.0,9.0,158.0,6.0,completed,CSK,Noor Ahmad,Rachin Ravindra,65.0,Noor Ahmad,4--18
3,"Mar 23, 2025","MA Chidambaram Stadium, Chennai",League,CSK,MI,CSK,Bowl,2,CSK,MI,19,Death,2,1,0,0,Naman Dhir,"Dhoni, Jadeja",Jadeja,152,6,152/6,"2 runs, 1 wicket(s)",155.0,9.0,158.0,6.0,completed,CSK,Noor Ahmad,Rachin Ravindra,65.0,Noor Ahmad,4--18
3,"Mar 23, 2025","MA Chidambaram Stadium, Chennai",League,CSK,MI,CSK,Bowl,2,CSK,MI,20,Death,6,0,0,1,Santner,Ravindra,Ravindra,158,6,158/6,"6 runs, 0 wicket(s)",155.0,9.0,158.0,6.0,completed,CSK,Noor Ahmad,Rachin Ravindra,65.0,Noor Ahmad,4--18
4,"Mar 24, 2025","Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",League,DC,LSG,DC,Bowl,1,LSG,DC,1,Powerplay,7,0,0,1,Mitchell Starc,"Markram, Mitchell Marsh",Mitchell Marsh,7,0,7/0,"7 runs, 0 wicket(s)",209.0,8.0,211.0,9.0,completed,DC,Ashutosh Sharma,Nicholas Pooran,75.0,Mitchell Starc,3--42
4,"Mar 24, 2025","Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",League,DC,LSG,DC,Bowl,1,LSG,DC,2,Powerplay,5,0,1,0,Axar,"Markram, Mitchell Marsh",Markram,12,0,12/0,"5 runs, 0 wicket(s)",209.0,8.0,211.0,9.0,completed,DC,Ashutosh Sharma,Nicholas Pooran,75.0,Mitchell Starc,3--42
4,"Mar 24, 2025","Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",League,DC,LSG,DC,Bowl,1,LSG,DC,3,Powerplay,21,0,2,2,Mitchell Starc,"Markram, Mitchell Marsh",Mitchell Marsh,33,0,33/0,"21 runs, 0 wicket(s)",209.0,8.0,211.0,9.0,completed,DC,Ashutosh Sharma,Nicholas Pooran,75.0,Mitchell Starc,3--42
4,"Mar 24, 2025","Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",League,DC,LSG,DC,Bowl,1,LSG,DC,4,Powerplay,7,0,1,0,Axar,"Markram, Mitchell Marsh",Mitchell Marsh,40,0,40/0,"7 runs, 0 wicket(s)",209.0,8.0,211.0,9.0,completed,DC,Ashutosh Sharma,Nicholas Pooran,75.0,Mitchell Starc,3--42
4,"Mar 24, 2025","Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",League,DC,LSG,DC,Bowl,1,LSG,DC,5,Powerplay,10,1,2,0,Vipraj Nigam,"Markram, Mitchell Marsh, Pooran",Mitchell Marsh,50,1,50/1,"10 runs, 1 wicket(s)",209.0,8.0,211.0,9.0,completed,DC,Ashutosh Sharma,Nicholas Pooran,75.0,Mitchell Starc,3--42
4,"Mar 24, 2025","Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",League,DC,LSG,DC,Bowl,1,LSG,DC,6,Powerplay,14,0,1,1,Mukesh Kumar,"Mitchell Marsh, Pooran",Mitchell Marsh,64,1,64/1,"14 runs, 0 wicket(s)",209.0,8.0,211.0,9.0,completed,DC,Ashutosh Sharma,Nicholas Pooran,75.0,Mitchell Starc,3--42
4,"Mar 24, 2025","Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",League,DC,LSG,DC,Bowl,1,LSG,DC,7,Middle,25,0,0,4,Vipraj Nigam,"Mitchell Marsh, Pooran",Pooran,89,1,89/1,"25 runs, 0 wicket(s)",209.0,8.0,211.0,9.0,completed,DC,Ashutosh Sharma,Nicholas Pooran,75.0,Mitchell Starc,3--42
4,"Mar 24, 2025","Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",League,DC,LSG,DC,Bowl,1,LSG,DC,8,Middle,9,0,2,0,Kuldeep Yadav,"Mitchell Marsh, Pooran",Pooran,98,1,98/1,"9 runs, 0 wicket(s)",209.0,8.0,211.0,9.0,completed,DC,Ashutosh Sharma,Nicholas Pooran,75.0,Mitchell Starc,3--42
4,"Mar 24, 2025","Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",League,DC,LSG,DC,Bowl,1,LSG,DC,9,Middle,10,0,1,0,Mohit Sharma,"Mitchell Marsh, Pooran",Mitchell Marsh,108,1,108/1,"10 runs, 0 wicket(s)",209.0,8.0,211.0,9.0,completed,DC,Ashutosh Sharma,Nicholas Pooran,75.0,Mitchell Starc,3--42
4,"Mar 24, 2025","Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",League,DC,LSG,DC,Bowl,1,LSG,DC,10,Middle,9,0,0,1,Kuldeep Yadav,"Mitchell Marsh, Pooran",Mitchell Marsh,117,1,117/1,"9 runs, 0 wicket(s)",209.0,8.0,211.0,9.0,completed,DC,Ashutosh Sharma,Nicholas Pooran,75.0,Mitchell Starc,3--42
4,"Mar 24, 2025","Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",League,DC,LSG,DC,Bowl,1,LSG,DC,11,Middle,8,0,1,0,Mohit Sharma,"Mitchell Marsh, Pooran",Pooran,125,1,125/1,"8 runs, 0 wicket(s)",209.0,8.0,211.0,9.0,completed,DC,Ashutosh Sharma,Nicholas Pooran,75.0,Mitchell Starc,3--42
4,"Mar 24, 2025","Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",League,DC,LSG,DC,Bowl,1,LSG,DC,12,Middle,8,1,0,1,Mukesh Kumar,"Mitchell Marsh, Pant, Pooran",Mitchell Marsh,133,2,133/2,"8 runs, 1 wicket(s)",209.0,8.0,211.0,9.0,completed,DC,Ashutosh Sharma,Nicholas Pooran,75.0,Mitchell Starc,3--42
4,"Mar 24, 2025","Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",League,DC,LSG,DC,Bowl,1,LSG,DC,13,Middle,28,0,1,4,Stubbs,Pooran,Pooran,161,2,161/2,"28 runs, 0 wicket(s)",209.0,8.0,211.0,9.0,completed,DC,Ashutosh Sharma,Nicholas Pooran,75.0,Mitchell Starc,3--42
4,"Mar 24, 2025","Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",League,DC,LSG,DC,Bowl,1,LSG,DC,14,Middle,1,1,0,0,Kuldeep Yadav,"Miller, Pant",Miller,162,3,162/3,"1 runs, 1 wicket(s)",209.0,8.0,211.0,9.0,completed,DC,Ashutosh Sharma,Nicholas Pooran,75.0,Mitchell Starc,3--42
4,"Mar 24, 2025","Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",League,DC,LSG,DC,Bowl,1,LSG,DC,15,Middle,8,1,1,0,Mitchell Starc,"Ayush Badoni, Miller, Pooran",Pooran,170,4,170/4,"8 runs, 1 wicket(s)",209.0,8.0,211.0,9.0,completed,DC,Ashutosh Sharma,Nicholas Pooran,75.0,Mitchell Starc,3--42
4,"Mar 24, 2025","Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",League,DC,LSG,DC,Bowl,1,LSG,DC,16,Death,6,0,0,0,Axar,"Ayush Badoni, Miller",Ayush Badoni,176,4,176/4,"6 runs, 0 wicket(s)",209.0,8.0,211.0,9.0,completed,DC,Ashutosh Sharma,Nicholas Pooran,75.0,Mitchell Starc,3--42
4,"Mar 24, 2025","Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",League,DC,LSG,DC,Bowl,1,LSG,DC,17,Death,2,2,0,0,Kuldeep Yadav,"Ayush Badoni, Miller, Shahbaz Ahmed, Thakur",Shahbaz Ahmed,178,6,178/6,"2 runs, 2 wicket(s)",209.0,8.0,211.0,9.0,completed,DC,Ashutosh Sharma,Nicholas Pooran,75.0,Mitchell Starc,3--42
4,"Mar 24, 2025","Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",League,DC,LSG,DC,Bowl,1,LSG,DC,18,Death,10,0,1,0,Mohit Sharma,"Miller, Shahbaz Ahmed",Miller,188,6,188/6,"10 runs, 0 wicket(s)",209.0,8.0,211.0,9.0,completed,DC,Ashutosh Sharma,Nicholas Pooran,75.0,Mitchell Starc,3--42
4,"Mar 24, 2025","Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",League,DC,LSG,DC,Bowl,1,LSG,DC,19,Death,6,2,1,0,Mitchell Starc,"Miller, Ravi Bishnoi, Shahbaz Ahmed",Shahbaz Ahmed,194,8,194/8,"6 runs, 2 wicket(s)",209.0,8.0,211.0,9.0,completed,DC,Ashutosh Sharma,Nicholas Pooran,75.0,Mitchell Starc,3--42
4,"Mar 24, 2025","Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",League,DC,LSG,DC,Bowl,1,LSG,DC,20,Death,15,0,0,2,Mohit Sharma,Miller,Miller,209,8,209/8,"15 runs, 0 wicket(s)",209.0,8.0,211.0,9.0,completed,DC,Ashutosh Sharma,Nicholas Pooran,75.0,Mitchell Starc,3--42
4,"Mar 24, 2025","Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",League,DC,LSG,DC,Bowl,2,DC,LSG,1,Powerplay,6,2,1,0,Thakur,"Abishek Porel, Fraser-McGurk, Sameer Rizvi, du Plessis",Sameer Rizvi,6,2,6/2,"6 runs, 2 wicket(s)",209.0,8.0,211.0,9.0,completed,DC,Ashutosh Sharma,Nicholas Pooran,75.0,Mitchell Starc,3--42
4,"Mar 24, 2025","Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",League,DC,LSG,DC,Bowl,2,DC,LSG,2,Powerplay,2,1,0,0,M Siddharth,"Axar, Sameer Rizvi, du Plessis",Axar,8,3,8/3,"2 runs, 1 wicket(s)",209.0,8.0,211.0,9.0,completed,DC,Ashutosh Sharma,Nicholas Pooran,75.0,Mitchell Starc,3--42
4,"Mar 24, 2025","Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",League,DC,LSG,DC,Bowl,2,DC,LSG,3,Powerplay,9,0,2,0,Digvesh Rathi,"Axar, du Plessis",Axar,17,3,17/3,"9 runs, 0 wicket(s)",209.0,8.0,211.0,9.0,completed,DC,Ashutosh Sharma,Nicholas Pooran,75.0,Mitchell Starc,3--42
4,"Mar 24, 2025","Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",League,DC,LSG,DC,Bowl,2,DC,LSG,4,Powerplay,15,0,2,1,M Siddharth,"Axar, du Plessis",du Plessis,32,3,32/3,"15 runs, 0 wicket(s)",209.0,8.0,211.0,9.0,completed,DC,Ashutosh Sharma,Nicholas Pooran,75.0,Mitchell Starc,3--42
4,"Mar 24, 2025","Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",League,DC,LSG,DC,Bowl,2,DC,LSG,5,Powerplay,13,0,1,1,Thakur,"Axar, du Plessis",du Plessis,45,3,45/3,"13 runs, 0 wicket(s)",209.0,8.0,211.0,9.0,completed,DC,Ashutosh Sharma,Nicholas Pooran,75.0,Mitchell Starc,3--42
4,"Mar 24, 2025","Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",League,DC,LSG,DC,Bowl,2,DC,LSG,6,Powerplay,13,1,1,0,Digvesh Rathi,"Axar, Stubbs, du Plessis",Axar,58,4,58/4,"13 runs, 1 wicket(s)",209.0,8.0,211.0,9.0,completed,DC,Ashutosh Sharma,Nicholas Pooran,75.0,Mitchell Starc,3--42
